customer_id,tenure_months,plan_type,monthly_charges,total_charges,internet_service,payment_method,n_complaints_30d,severity,reopen_count,open_unresolved_count,n_contacts_30d,channel,n_repeat_contacts,escalation_count,first_contact_resolved,avg_resolution_hours,max_resolution_hours,sla_breached,pending_age_days,csat_score,days_since_last_complaint,churned
CUST-4183,28,Month-to-month,54.9,1505.15,DSL,Credit card (automatic),1,Low,1,1,1,Email,0,0,1,7.2,8.1,0,1.8,4.5,22,0
CUST-4184,72,Two year,24.75,1859.1,No,Credit card (automatic),1,Medium,0,0,1,Email,1,0,0,31.9,38.8,0,0.0,3.0,3,0
CUST-4185,2,Month-to-month,91.15,168.5,Fiber optic,Electronic check,0,Medium,0,1,0,Call,0,0,1,21.4,23.8,0,2.3,3.5,173,0
CUST-4186,60,One year,104.35,6339.45,Fiber optic,Electronic check,1,High,0,1,2,Chat,0,0,0,5.3,23.8,0,1.8,3.2,20,0
CUST-4187,26,Month-to-month,66.05,1652.4,DSL,Electronic check,0,Low,0,2,0,Call,1,1,1,11.7,13.2,0,5.5,3.3,104,0
CUST-4188,68,Two year,92.2,6392.85,DSL,Credit card (automatic),0,Low,0,1,0,Email,0,0,0,22.7,30.6,0,2.4,4.4,132,0
CUST-4189,42,One year,105.2,4599.15,Fiber optic,Bank transfer (automatic),0,Medium,0,0,2,Chat,0,0,0,3.4,4.5,0,0.0,4.8,160,0
CUST-4190,57,Two year,19.6,1134.25,No,Bank transfer (automatic),1,Medium,0,0,1,Call,1,0,0,62.5,90.0,1,0.0,2.5,4,0
CUST-4191,54,Month-to-month,30.4,1621.35,DSL,Electronic check,2,Low,0,1,3,Email,0,0,1,1.7,6.2,0,4.2,2.3,11,0
CUST-4192,44,One year,61.5,2722.2,DSL,Mailed check,0,Low,1,1,1,Email,0,0,1,55.1,66.6,1,0.0,5.0,148,0
CUST-4193,42,Month-to-month,69.4,3058.3,DSL,Bank transfer (automatic),1,Low,0,1,2,Ticket,1,0,0,0.3,16.0,0,0.4,3.6,18,0
CUST-4194,72,Two year,24.75,1769.6,No,Bank transfer (automatic),2,Low,0,0,3,Ticket,0,0,1,11.9,12.3,0,0.0,3.5,2,0
CUST-4195,71,Two year,91.05,6293.75,DSL,Mailed check,3,Low,0,0,3,Email,0,0,1,6.1,11.9,0,0.0,4.0,16,0
CUST-4196,23,Month-to-month,73.65,1642.75,DSL,Credit card (automatic),2,High,0,0,2,Call,1,0,1,61.8,65.8,1,0.0,2.0,14,0
CUST-4197,30,Two year,19.4,578.5,No,Credit card (automatic),1,Low,0,0,1,Ticket,0,0,1,34.8,44.3,0,0.0,2.5,6,0
CUST-4198,35,One year,26.2,954.9,No,Bank transfer (automatic),0,High,0,0,0,Call,1,1,1,41.9,59.6,0,0.0,4.9,90,0
CUST-4199,1,Month-to-month,43.85,43.85,DSL,Bank transfer (automatic),4,Medium,0,0,4,Call,0,0,0,12.2,13.9,0,0.0,2.5,14,0
CUST-4200,22,Month-to-month,69.7,1490.4,Fiber optic,Mailed check,0,Low,1,0,0,Ticket,0,1,1,2.0,9.7,0,0.0,5.0,94,0
CUST-4201,7,Two year,38.55,280.0,DSL,Mailed check,1,Medium,0,0,3,Email,0,0,1,5.1,6.8,0,0.0,4.3,25,0
CUST-4202,36,Two year,53.1,1901.25,DSL,Mailed check,1,Medium,0,0,1,Ticket,0,0,0,13.6,32.4,0,0.0,4.2,18,0
CUST-4203,34,Month-to-month,20.65,716.4,No,Mailed check,0,Low,0,1,0,Call,0,0,1,8.9,27.3,0,3.7,4.4,156,0
CUST-4204,72,Two year,64.45,4720.0,DSL,Credit card (automatic),0,Low,2,0,0,Chat,0,1,1,7.1,12.0,0,0.0,5.0,90,0
CUST-4205,36,Two year,25.1,930.95,No,Credit card (automatic),2,Medium,0,3,3,Ticket,0,0,1,6.5,11.3,0,8.8,4.0,3,0
CUST-4206,71,One year,95.15,6770.85,Fiber optic,Credit card (automatic),1,Medium,0,0,1,Chat,0,1,1,4.8,15.8,0,0.0,3.8,12,0
CUST-4207,23,Month-to-month,79.35,1835.3,Fiber optic,Mailed check,0,Medium,1,0,0,Email,0,0,1,13.9,84.8,0,0.0,4.7,90,0
CUST-4208,17,One year,96.65,1588.25,Fiber optic,Bank transfer (automatic),0,Low,0,0,2,Ticket,0,0,0,21.0,68.2,0,0.0,4.0,40,0
CUST-4209,1,Month-to-month,75.5,75.5,DSL,Electronic check,1,Low,0,0,2,Chat,0,0,0,21.1,25.7,0,0.0,5.0,1,0
CUST-4210,12,Two year,19.7,258.35,No,Mailed check,0,Low,0,0,0,Email,0,0,1,0.8,22.1,0,0.0,3.6,130,0
CUST-4211,72,Two year,20.5,1502.25,No,Credit card (automatic),1,Low,0,0,3,Call,0,0,1,0.5,5.0,0,0.0,2.3,26,0
CUST-4212,1,Month-to-month,19.2,19.2,No,Mailed check,0,Medium,0,0,0,Email,0,0,1,1.6,10.2,0,0.0,3.3,35,0
CUST-4213,72,Two year,98.35,6929.4,Fiber optic,Bank transfer (automatic),1,High,0,0,1,Email,0,0,0,0.3,0.7,0,0.0,3.9,24,0
CUST-4214,60,Month-to-month,74.35,4453.3,Fiber optic,Bank transfer (automatic),0,Medium,1,0,1,Call,0,0,1,10.4,44.3,0,0.0,4.6,86,0
CUST-4215,61,Two year,51.35,3244.4,DSL,Credit card (automatic),1,Medium,0,0,1,Email,0,0,1,1.0,16.9,0,0.0,5.0,13,0
CUST-4216,6,Month-to-month,45.65,323.45,DSL,Mailed check,1,Medium,0,1,1,Ticket,0,0,0,10.3,34.4,0,0.3,4.6,7,0
CUST-4217,72,Two year,20.3,1401.15,No,Bank transfer (automatic),1,Medium,0,1,1,Email,0,0,1,7.4,17.2,0,6.6,3.8,29,0
CUST-4218,32,Month-to-month,54.2,1739.6,DSL,Electronic check,1,Medium,0,0,1,Chat,0,0,1,1.1,1.9,0,0.0,4.0,23,0
CUST-4219,65,Month-to-month,90.65,5931.0,Fiber optic,Electronic check,1,Low,0,0,1,Email,0,1,1,1.6,8.5,0,0.0,4.7,10,0
CUST-4220,45,Month-to-month,50.9,2333.85,DSL,Bank transfer (automatic),0,High,0,0,0,Chat,0,0,1,26.6,32.1,0,0.0,3.6,48,0
CUST-4221,42,One year,25.05,949.85,No,Electronic check,1,Low,0,0,1,Email,1,0,1,23.2,31.9,0,0.0,5.0,13,0
CUST-4222,8,Month-to-month,74.85,572.45,Fiber optic,Electronic check,1,Low,0,1,1,Ticket,0,0,0,6.1,8.9,0,0.0,2.6,19,0
CUST-4223,32,Two year,20.5,696.8,No,Mailed check,1,Low,0,1,1,Call,0,1,0,2.5,9.7,0,2.7,5.0,14,0
CUST-4224,22,Month-to-month,63.55,1381.8,DSL,Mailed check,0,Low,0,0,0,Call,0,0,1,7.9,8.3,0,0.0,3.3,148,0
CUST-4225,1,Month-to-month,47.95,47.95,DSL,Electronic check,0,Medium,0,0,0,Chat,0,0,1,11.9,13.8,0,0.0,4.3,110,0
CUST-4226,1,Month-to-month,45.0,45.0,DSL,Electronic check,3,Low,1,0,3,Email,1,0,1,13.1,37.7,0,0.0,3.8,13,0
CUST-4227,54,Month-to-month,90.05,4931.8,Fiber optic,Electronic check,1,Medium,0,0,1,Email,0,1,1,0.4,6.1,0,0.0,4.3,14,0
CUST-4228,4,Two year,25.3,116.95,No,Credit card (automatic),0,Low,0,0,0,Ticket,1,0,1,16.5,23.3,0,0.0,3.5,84,0
CUST-4229,56,One year,24.3,1261.7,No,Electronic check,1,Low,0,1,1,Email,1,0,0,17.9,23.2,0,1.0,5.0,6,0
CUST-4230,45,Month-to-month,75.95,3273.8,DSL,Electronic check,1,Low,0,1,2,Chat,0,0,1,18.5,30.2,0,5.4,2.4,15,0
CUST-4231,71,Two year,19.7,1415.85,No,Credit card (automatic),3,Medium,1,0,3,Chat,0,0,0,17.7,17.8,0,0.0,3.6,26,0
CUST-4232,59,One year,66.4,3958.2,DSL,Credit card (automatic),2,Medium,0,0,3,Ticket,0,0,1,56.6,92.1,1,0.0,3.0,19,0
CUST-4233,69,One year,35.75,2492.25,DSL,Bank transfer (automatic),0,Low,1,0,0,Chat,0,0,0,22.3,32.0,0,0.0,3.4,58,0
CUST-4234,19,One year,18.8,279.2,No,Mailed check,0,Low,0,0,0,Chat,1,0,1,6.9,12.6,0,0.0,4.6,95,0
CUST-4235,55,Two year,19.4,1083.0,No,Credit card (automatic),1,High,0,0,1,Ticket,0,0,1,30.1,54.0,0,0.0,4.9,26,0
CUST-4236,38,One year,19.3,755.5,No,Mailed check,0,Low,0,0,1,Chat,0,0,1,10.2,18.4,0,0.0,3.8,172,0
CUST-4237,47,Month-to-month,67.45,3252.0,DSL,Credit card (automatic),0,Low,0,0,0,Chat,0,0,1,1.1,2.3,0,0.0,4.3,50,0
CUST-4238,46,Two year,20.1,936.85,No,Mailed check,3,Low,0,0,3,Call,0,0,1,18.8,48.1,0,0.0,3.2,8,0
CUST-4239,65,Two year,58.9,3857.1,DSL,Credit card (automatic),0,Low,0,0,0,Ticket,0,0,0,8.7,14.5,0,0.0,3.8,106,0
CUST-4240,71,Two year,19.45,1378.45,No,Mailed check,0,Low,1,1,0,Call,0,0,1,48.0,58.1,0,9.4,2.8,51,0
CUST-4241,52,Month-to-month,50.5,2566.3,DSL,Electronic check,0,Low,0,0,0,Email,0,0,1,7.5,42.2,0,0.0,3.5,85,0
CUST-4242,6,One year,25.1,171.0,No,Mailed check,0,High,0,0,0,Ticket,1,0,0,0.8,5.0,0,0.0,5.0,60,0
CUST-4243,26,One year,60.7,1597.4,DSL,Mailed check,1,Medium,0,1,2,Email,1,0,1,52.8,55.2,1,3.2,5.0,21,0
CUST-4244,48,One year,99.0,4744.35,Fiber optic,Electronic check,0,Medium,0,0,0,Chat,0,0,0,32.1,56.2,0,0.0,2.9,179,0
CUST-4245,64,One year,104.4,6721.6,Fiber optic,Bank transfer (automatic),0,Medium,0,0,2,Call,0,1,0,69.8,78.7,1,0.0,4.2,165,0
CUST-4246,1,Month-to-month,44.05,44.05,DSL,Bank transfer (automatic),1,Medium,1,1,2,Chat,0,1,0,3.6,17.8,0,2.4,4.4,11,0
CUST-4247,72,Two year,24.1,1734.65,No,Credit card (automatic),1,Medium,0,0,2,Call,0,0,1,0.4,1.8,0,0.0,5.0,22,0
CUST-4248,1,Month-to-month,45.55,45.55,DSL,Mailed check,0,High,0,0,1,Call,0,0,1,54.3,68.6,1,0.0,4.5,118,0
CUST-4249,51,Month-to-month,93.8,4539.35,Fiber optic,Electronic check,0,Low,0,0,1,Call,0,0,1,24.4,34.7,0,0.0,3.7,66,0
CUST-4250,41,Two year,19.7,804.25,No,Bank transfer (automatic),0,Low,1,0,2,Call,1,0,1,35.0,39.8,0,0.0,3.9,47,0
CUST-4251,72,Two year,70.65,5011.15,DSL,Credit card (automatic),4,Medium,0,1,4,Chat,0,0,1,0.1,22.8,0,0.5,3.2,4,0
CUST-4252,43,Two year,86.45,3574.5,DSL,Credit card (automatic),0,High,1,0,0,Chat,0,1,1,19.3,26.7,0,0.0,4.2,176,0
CUST-4253,72,Two year,114.1,8086.4,Fiber optic,Credit card (automatic),1,High,0,0,1,Chat,0,1,1,22.4,28.7,0,0.0,4.2,8,0
CUST-4254,47,One year,95.2,4563.0,Fiber optic,Credit card (automatic),1,Medium,1,0,2,Call,1,0,1,7.6,10.0,0,0.0,5.0,25,0
CUST-4255,72,Two year,88.55,6362.35,DSL,Credit card (automatic),0,Low,0,0,0,Email,1,0,1,11.5,15.1,0,0.0,4.7,34,0
CUST-4256,3,Month-to-month,20.75,67.1,No,Credit card (automatic),1,Low,0,0,2,Chat,0,0,1,2.6,6.4,0,0.0,4.3,9,0
CUST-4257,26,Month-to-month,44.65,1156.55,DSL,Bank transfer (automatic),0,High,0,1,0,Chat,0,0,0,1.5,7.7,0,12.3,3.4,36,0
CUST-4258,29,Month-to-month,60.2,1834.15,DSL,Mailed check,0,Low,0,0,0,Ticket,0,0,0,29.9,38.3,0,0.0,3.9,122,0
CUST-4259,27,One year,55.45,1477.65,DSL,Bank transfer (automatic),0,Low,0,0,0,Email,0,0,1,31.1,86.7,0,0.0,4.6,35,0
CUST-4260,24,Month-to-month,70.3,1706.45,DSL,Credit card (automatic),2,High,0,1,2,Chat,0,0,0,4.7,14.2,0,2.2,3.9,17,0
CUST-4261,67,Two year,60.4,3953.7,DSL,Bank transfer (automatic),0,Low,0,0,0,Chat,0,0,1,30.6,38.1,0,0.0,4.3,150,0
CUST-4262,23,One year,55.8,1327.85,DSL,Bank transfer (automatic),1,Medium,0,0,1,Ticket,0,0,1,8.1,20.4,0,0.0,3.1,15,0
CUST-4263,14,Month-to-month,31.1,419.7,DSL,Mailed check,0,Medium,0,0,1,Call,1,0,1,6.1,23.0,0,0.0,3.7,33,0
CUST-4264,4,Month-to-month,50.95,207.35,DSL,Credit card (automatic),0,Low,0,0,1,Email,0,0,1,28.3,74.9,0,0.0,3.8,156,0
CUST-4265,16,Month-to-month,69.1,1083.7,DSL,Electronic check,1,Low,0,0,1,Email,1,0,1,22.1,97.2,0,0.0,4.6,28,0
CUST-4266,46,Month-to-month,43.95,2007.85,DSL,Electronic check,0,Low,0,0,0,Ticket,0,0,1,18.1,41.8,0,0.0,2.7,122,0
CUST-4267,68,Two year,86.5,5882.75,DSL,Bank transfer (automatic),1,Medium,0,1,1,Email,0,0,0,28.6,29.1,0,0.6,4.0,16,0
CUST-4268,38,Month-to-month,69.95,2657.55,DSL,Electronic check,1,Low,0,0,3,Chat,0,0,1,35.8,36.3,0,0.0,4.3,26,0
CUST-4269,17,Month-to-month,90.95,1612.2,Fiber optic,Credit card (automatic),1,Low,1,0,2,Email,0,0,1,53.4,58.1,1,0.0,2.1,15,0
CUST-4270,4,Two year,19.9,76.65,No,Mailed check,0,High,0,0,0,Ticket,0,0,0,17.6,41.9,0,0.0,4.7,46,0
CUST-4271,12,One year,20.15,260.7,No,Electronic check,2,Low,0,0,2,Call,0,0,1,1.7,18.9,0,0.0,3.8,27,0
CUST-4272,72,Two year,90.6,6441.85,DSL,Credit card (automatic),0,Low,1,0,1,Ticket,0,1,1,7.9,19.8,0,0.0,2.6,30,0
CUST-4273,3,Month-to-month,92.0,266.8,Fiber optic,Electronic check,0,Low,1,0,0,Email,0,1,1,2.5,5.1,0,0.0,5.0,59,0
CUST-4274,41,One year,24.85,962.25,No,Mailed check,2,Low,0,2,3,Ticket,0,0,1,2.3,45.0,0,17.5,3.4,13,0
CUST-4275,40,One year,36.0,1382.9,DSL,Credit card (automatic),3,High,0,0,4,Ticket,0,0,1,81.4,108.8,1,0.0,1.3,12,0
CUST-4276,7,Month-to-month,78.5,571.05,DSL,Electronic check,0,Low,0,0,0,Email,0,0,0,3.7,33.0,0,0.0,4.9,72,0
CUST-4277,69,Two year,19.95,1399.35,No,Credit card (automatic),0,Low,0,0,1,Call,1,1,1,24.1,32.6,0,0.0,4.3,84,0
CUST-4278,7,One year,20.65,150.0,No,Mailed check,2,High,0,1,3,Chat,0,1,1,27.4,32.9,0,7.4,4.0,7,0
CUST-4279,5,Month-to-month,30.5,167.2,DSL,Electronic check,0,Medium,1,0,0,Ticket,1,0,1,12.2,24.3,0,0.0,3.6,151,0
CUST-4280,72,Two year,106.1,7657.4,Fiber optic,Credit card (automatic),0,Low,0,0,1,Call,0,0,0,0.1,12.9,0,0.0,3.5,63,0
CUST-4281,44,One year,20.5,865.05,No,Bank transfer (automatic),0,High,0,0,0,Call,0,0,1,23.4,54.9,0,0.0,3.7,92,0
CUST-4282,65,One year,95.5,6153.85,Fiber optic,Electronic check,1,Medium,0,0,2,Ticket,0,0,1,54.7,64.9,1,0.0,4.4,22,0
CUST-4283,3,Month-to-month,64.6,174.2,DSL,Electronic check,0,Low,0,0,0,Email,0,0,1,26.4,51.8,0,0.0,3.6,62,0
CUST-4284,24,Month-to-month,51.1,1269.6,DSL,Credit card (automatic),1,Medium,0,1,1,Email,1,0,1,13.5,18.1,0,0.9,3.9,29,0
CUST-4285,72,Two year,89.1,6352.4,DSL,Credit card (automatic),1,High,0,0,1,Ticket,0,0,1,15.9,16.5,0,0.0,4.5,16,0
CUST-4286,24,Month-to-month,54.95,1348.5,DSL,Electronic check,3,Low,0,1,3,Email,0,0,1,3.1,10.0,0,3.4,4.2,9,0
CUST-4287,22,Month-to-month,20.45,471.55,No,Bank transfer (automatic),4,Medium,0,1,5,Email,0,0,1,38.7,41.4,0,2.5,3.5,29,0
CUST-4288,70,Two year,85.95,5931.75,DSL,Credit card (automatic),0,High,1,1,0,Call,0,0,1,16.4,34.4,0,4.0,3.5,56,0
CUST-4289,25,Month-to-month,60.35,1404.65,DSL,Electronic check,0,Medium,0,0,1,Chat,0,1,1,5.1,24.7,0,0.0,2.6,63,0
CUST-4290,37,Two year,19.8,726.1,No,Bank transfer (automatic),2,Low,0,1,2,Chat,1,0,1,1.9,20.2,0,2.8,4.8,25,0
CUST-4291,22,Month-to-month,85.35,1961.6,Fiber optic,Bank transfer (automatic),0,Low,0,0,0,Email,0,0,1,5.6,13.1,0,0.0,3.8,162,0
CUST-4292,59,Two year,72.1,4194.85,DSL,Bank transfer (automatic),1,Medium,0,0,1,Email,0,0,1,26.2,53.0,0,0.0,3.8,27,0
CUST-4293,1,Month-to-month,81.05,81.05,Fiber optic,Electronic check,1,Low,2,1,1,Ticket,0,0,0,55.9,63.0,1,2.7,2.7,27,0
CUST-4294,3,Month-to-month,20.5,76.95,No,Electronic check,1,High,0,0,1,Email,0,0,1,4.8,15.8,0,0.0,3.5,6,0
CUST-4295,53,One year,111.8,5809.75,Fiber optic,Bank transfer (automatic),0,Low,1,0,0,Ticket,0,0,0,6.7,9.6,0,0.0,3.6,71,0
CUST-4296,1,Month-to-month,20.2,20.2,No,Mailed check,1,Low,0,0,2,Chat,0,0,0,29.5,29.8,0,0.0,4.0,13,0
CUST-4297,20,One year,19.7,415.9,No,Mailed check,0,Medium,0,0,0,Call,0,0,1,23.5,34.6,0,0.0,4.4,96,0
CUST-4298,51,One year,19.85,996.95,No,Bank transfer (automatic),1,Medium,0,1,1,Ticket,0,0,0,2.4,15.1,0,1.6,2.9,4,0
CUST-4299,51,One year,60.5,3145.15,DSL,Bank transfer (automatic),2,Low,1,1,2,Call,0,0,0,43.4,75.2,0,6.0,3.9,9,0
CUST-4300,13,Two year,19.55,265.3,No,Mailed check,1,Low,0,0,1,Chat,0,0,0,4.8,27.2,0,0.0,3.9,11,0
CUST-4301,1,Month-to-month,20.9,20.9,No,Mailed check,3,Medium,1,0,4,Call,0,1,1,26.3,44.3,0,0.0,4.4,8,0
CUST-4302,1,Month-to-month,21.05,21.05,No,Mailed check,0,High,1,0,1,Chat,0,0,1,19.0,33.4,0,0.0,4.8,146,0
CUST-4303,63,One year,71.5,4576.3,DSL,Electronic check,0,Medium,0,0,0,Call,0,0,0,11.4,18.2,0,0.0,3.1,122,0
CUST-4304,3,Month-to-month,54.65,189.1,DSL,Mailed check,1,Low,0,0,1,Call,0,0,0,1.6,9.7,0,0.0,4.3,2,0
CUST-4305,46,Two year,19.2,908.15,No,Credit card (automatic),2,Low,0,0,2,Email,1,1,0,40.2,58.3,0,0.0,4.6,20,0
CUST-4306,1,Month-to-month,49.8,49.8,DSL,Credit card (automatic),0,Medium,0,0,1,Chat,0,0,0,13.6,15.7,0,0.0,4.4,113,0
CUST-4307,71,Two year,20.5,1500.95,No,Bank transfer (automatic),0,High,0,0,0,Ticket,0,0,0,2.2,17.3,0,0.0,2.1,74,0
CUST-4308,55,Month-to-month,90.4,5099.15,Fiber optic,Credit card (automatic),0,Low,2,1,0,Chat,0,0,1,11.7,23.4,0,4.3,3.5,56,0
CUST-4309,70,One year,90.25,6385.95,Fiber optic,Bank transfer (automatic),0,Medium,2,1,0,Email,0,0,0,2.0,5.0,0,0.3,3.3,58,0
CUST-4310,67,Two year,104.6,6885.75,Fiber optic,Bank transfer (automatic),1,Low,0,0,1,Ticket,0,0,0,8.4,15.5,0,0.0,4.3,28,0
CUST-4311,14,Month-to-month,50.2,668.85,DSL,Credit card (automatic),0,Medium,1,0,0,Email,0,1,1,2.3,20.6,0,0.0,2.2,139,0
CUST-4312,20,Month-to-month,95.5,1916.2,Fiber optic,Bank transfer (automatic),1,Medium,0,1,2,Chat,1,0,1,5.5,6.9,0,0.4,5.0,22,0
CUST-4313,49,Month-to-month,95.4,4613.95,Fiber optic,Bank transfer (automatic),1,Low,0,1,1,Chat,0,1,0,30.0,41.8,0,3.1,4.3,27,0
CUST-4314,72,Two year,101.3,7261.25,Fiber optic,Bank transfer (automatic),2,Medium,0,0,2,Email,0,0,0,4.8,11.3,0,0.0,3.9,14,0
CUST-4315,46,Month-to-month,53.1,2459.8,DSL,Electronic check,2,Low,1,0,3,Ticket,0,0,1,18.3,21.7,0,0.0,2.9,22,0
CUST-4316,24,Month-to-month,84.85,2048.8,Fiber optic,Bank transfer (automatic),0,Low,1,0,0,Chat,0,0,1,4.7,31.4,0,0.0,2.9,122,0
CUST-4317,5,Month-to-month,34.25,163.55,DSL,Electronic check,0,Medium,0,0,0,Email,0,0,0,17.2,25.0,0,0.0,4.6,179,0
CUST-4318,33,Month-to-month,88.6,2888.7,Fiber optic,Credit card (automatic),2,Low,0,0,2,Chat,0,0,1,24.5,77.5,0,0.0,2.9,25,0
CUST-4319,42,One year,60.15,2421.6,DSL,Bank transfer (automatic),0,Medium,0,0,0,Email,0,0,1,2.0,14.1,0,0.0,1.0,160,0
CUST-4320,23,One year,99.95,2292.75,Fiber optic,Credit card (automatic),0,Low,0,0,0,Chat,0,0,0,33.9,38.7,0,0.0,3.5,54,0
CUST-4321,8,Month-to-month,70.7,553.4,Fiber optic,Bank transfer (automatic),0,Medium,1,2,0,Chat,0,0,1,44.1,48.4,0,8.7,2.1,52,0
CUST-4322,66,One year,54.8,3465.7,DSL,Mailed check,0,Low,1,0,1,Call,1,1,1,8.4,22.6,0,0.0,3.9,94,0
CUST-4323,24,Month-to-month,54.8,1291.3,DSL,Credit card (automatic),0,Medium,1,0,0,Ticket,0,0,0,37.8,42.9,0,0.0,4.5,178,0
CUST-4324,53,One year,100.3,5200.8,Fiber optic,Mailed check,0,Medium,0,0,1,Chat,0,0,1,2.2,12.6,0,0.0,3.4,75,0
CUST-4325,60,Two year,53.6,3237.05,DSL,Electronic check,0,High,0,0,0,Ticket,0,0,0,10.0,20.0,0,0.0,5.0,125,0
CUST-4326,20,One year,19.35,433.75,No,Credit card (automatic),1,High,0,0,2,Email,0,0,1,3.2,3.3,0,0.0,4.5,18,0
CUST-4327,23,Month-to-month,85.6,1868.4,Fiber optic,Electronic check,0,Low,0,0,2,Call,0,0,1,58.5,72.7,1,0.0,3.1,45,0
CUST-4328,72,Two year,80.8,5728.55,DSL,Electronic check,0,Low,0,0,0,Email,1,0,1,26.8,36.8,0,0.0,3.4,97,0
CUST-4329,21,Two year,19.6,390.4,No,Mailed check,3,Medium,0,0,4,Ticket,0,0,0,17.4,37.4,0,0.0,3.9,20,0
CUST-4330,31,Month-to-month,90.7,2845.15,Fiber optic,Electronic check,1,Medium,0,0,1,Email,0,0,1,1.3,34.9,0,0.0,3.5,27,0
CUST-4331,57,Two year,69.75,3894.4,DSL,Mailed check,0,Low,0,0,0,Email,0,0,0,3.3,11.3,0,0.0,3.4,70,0
CUST-4332,45,Two year,20.0,886.4,No,Bank transfer (automatic),2,Low,0,1,3,Email,0,0,1,7.8,25.7,0,3.3,3.4,4,0
CUST-4333,10,Month-to-month,95.25,1021.55,Fiber optic,Electronic check,2,Medium,2,1,3,Ticket,0,0,1,4.7,12.2,0,1.5,1.7,26,0
CUST-4334,14,Month-to-month,19.95,268.4,No,Mailed check,1,High,0,1,3,Chat,0,1,1,6.7,10.9,0,0.6,3.6,12,0
CUST-4335,27,One year,80.85,2204.35,DSL,Mailed check,1,High,0,0,2,Email,0,1,0,62.2,89.9,1,0.0,5.0,27,0
CUST-4336,69,Two year,93.3,6398.05,Fiber optic,Bank transfer (automatic),1,Low,0,0,3,Ticket,0,1,1,29.1,40.6,0,0.0,3.6,5,0
CUST-4337,35,Two year,46.35,1662.05,DSL,Credit card (automatic),0,Low,0,1,0,Call,0,0,1,1.3,2.1,0,1.6,5.0,94,0
CUST-4338,45,One year,78.75,3600.65,DSL,Credit card (automatic),0,Low,0,0,0,Call,0,0,0,1.0,33.7,0,0.0,3.9,79,0
CUST-4339,17,Month-to-month,83.55,1329.15,Fiber optic,Electronic check,0,Low,0,0,0,Ticket,0,0,1,0.8,7.3,0,0.0,4.5,148,0
CUST-4340,22,One year,19.6,422.5,No,Mailed check,1,Medium,0,0,1,Email,0,0,1,22.9,36.1,0,0.0,3.3,8,0
CUST-4341,67,Two year,67.85,4627.65,DSL,Mailed check,0,Medium,0,0,0,Chat,0,0,0,13.0,51.4,0,0.0,5.0,116,0
CUST-4342,67,Two year,105.65,6717.9,Fiber optic,Bank transfer (automatic),0,Low,0,1,0,Call,0,1,1,2.9,12.0,0,4.8,4.1,75,0
CUST-4343,9,Month-to-month,75.5,637.4,Fiber optic,Credit card (automatic),0,Low,2,0,0,Chat,0,0,0,50.5,61.5,1,0.0,2.2,96,0
CUST-4344,5,Month-to-month,20.15,117.95,No,Mailed check,0,Low,0,0,1,Ticket,0,0,1,4.0,6.5,0,0.0,4.6,48,0
CUST-4345,54,Two year,45.2,2460.55,DSL,Credit card (automatic),0,High,0,0,0,Call,0,0,0,23.0,41.1,0,0.0,3.8,60,0
CUST-4346,70,Two year,79.25,5731.85,DSL,Bank transfer (automatic),1,Low,0,0,1,Email,0,0,1,117.0,125.9,1,0.0,2.9,20,0
CUST-4347,53,Month-to-month,85.7,4616.1,DSL,Electronic check,0,Low,0,0,0,Call,0,0,1,83.9,91.9,1,0.0,3.1,170,0
CUST-4348,31,One year,20.1,589.25,No,Credit card (automatic),1,Medium,0,0,2,Email,0,0,1,17.4,19.7,0,0.0,4.7,4,0
CUST-4349,13,Month-to-month,61.8,750.1,DSL,Bank transfer (automatic),0,Medium,2,0,0,Chat,0,0,1,3.0,10.0,0,0.0,4.8,174,0
CUST-4350,28,Month-to-month,49.9,1410.25,DSL,Mailed check,1,High,0,0,1,Call,0,0,1,88.8,124.5,1,0.0,3.1,10,0
CUST-4351,38,Two year,20.4,743.5,No,Bank transfer (automatic),1,Low,0,0,1,Ticket,0,0,1,23.4,29.2,0,0.0,3.4,19,0
CUST-4352,52,One year,75.4,3865.45,DSL,Mailed check,2,Medium,1,1,2,Call,1,1,1,31.6,34.6,0,0.0,2.5,9,0
CUST-4353,62,Two year,108.15,6825.65,Fiber optic,Mailed check,0,Low,0,0,0,Email,1,1,0,71.7,82.6,1,0.0,2.5,123,0
CUST-4354,16,Month-to-month,86.25,1340.1,Fiber optic,Electronic check,0,High,0,0,0,Chat,1,0,0,4.1,12.6,0,0.0,5.0,83,0
CUST-4355,12,One year,95.7,1184.0,Fiber optic,Electronic check,0,Medium,0,0,1,Ticket,1,1,1,7.0,14.8,0,0.0,5.0,56,0
CUST-4356,72,Two year,116.85,8477.7,Fiber optic,Bank transfer (automatic),2,Medium,0,0,2,Email,0,0,0,5.1,7.2,0,0.0,3.7,6,0
CUST-4357,71,One year,105.75,7382.85,Fiber optic,Bank transfer (automatic),1,Low,0,0,1,Email,1,0,1,84.7,113.4,1,0.0,2.9,27,0
CUST-4358,24,One year,20.15,456.85,No,Mailed check,2,Medium,1,0,2,Ticket,0,0,1,19.1,30.4,0,0.0,4.4,15,0
CUST-4359,15,Two year,19.6,331.6,No,Mailed check,0,Low,0,1,2,Ticket,0,0,0,6.7,18.4,0,2.2,4.4,73,0
